YEAR,MONTH,SERVICE_DATE,SORT_ALL,BRANCH,STATION,station_id,RIDES,temperature,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09,WT10,sport_game,city-wide_event,concert_event,sport_game_attendence_day_weekday(nofri),sport_game_attendence_night_weekday(nofri),sport_game_attendence_fri,sport_game_attendence_sat,sport_game_attendence_sun
2019,2,2/10/2019,16,Red Line - North Side,Addison-North Main,1420,2748,26,,,,,,,,,,,,,,,0,0,0
2019,2,2/11/2019,16,Red Line - North Side,Addison-North Main,1420,6038,30.5,,,,,,,,,,,,,0,0,0,0,0
2019,2,2/12/2019,16,Red Line - North Side,Addison-North Main,1420,6389,27,,,,,,,,,,,,,0,0,0,0,0
2019,2,2/13/2019,16,Red Line - North Side,Addison-North Main,1420,6294,21.5,,,,,,,,,,,,,0,0,0,0,0
2019,2,2/14/2019,16,Red Line - North Side,Addison-North Main,1420,6540,38,,,,,,,,,,,,,0,0,0,0,0
2019,2,2/15/2019,16,Red Line - North Side,Addison-North Main,1420,6120,22,,,,,,,,,,,,,,,0,0,0
2019,2,2/16/2019,16,Red Line - North Side,Addison-North Main,1420,3995,24,,,,,,,,,,,,,,,0,0,0
2019,2,2/17/2019,16,Red Line - North Side,Addison-North Main,1420,2965,27,,,,,,,,,,,,,,,0,0,0
2019,2,2/18/2019,16,Red Line - North Side,Addison-North Main,1420,4671,26.5,,,,,,,,,,,,,0,0,0,0,0
2019,2,2/19/2019,16,Red Line - North Side,Addison-North Main,1420,6267,23.5,,,,,,,,,,,,,0,0,0,0,0
2019,2,2/20/2019,16,Red Line - North Side,Addison-North Main,1420,6389,33,,,,,,,,,,,,,0,0,0,0,0
2019,2,2/21/2019,16,Red Line - North Side,Addison-North Main,1420,6486,30.5,,,,,,,,,,,,,0,0,0,0,0
2019,2,2/22/2019,16,Red Line - North Side,Addison-North Main,1420,6295,30.5,,,,,,,,,,,,,,,0,0,0
2019,2,2/23/2019,16,Red Line - North Side,Addison-North Main,1420,3376,42,,,,,,,,,,,,,,,0,0,0
2019,2,2/24/2019,16,Red Line - North Side,Addison-North Main,1420,2637,30,,,,,,,,,,,,,,,0,0,0
2019,2,2/25/2019,16,Red Line - North Side,Addison-North Main,1420,5810,15.5,,,,,,,,,,,,,0,0,0,0,0
2019,2,2/26/2019,16,Red Line - North Side,Addison-North Main,1420,6096,21.5,,,,,,,,,,,,,0,0,0,0,0
2019,2,2/27/2019,16,Red Line - North Side,Addison-North Main,1420,6055,24.5,,,,,,,,,,,,,0,0,0,0,0
2019,2,2/28/2019,16,Red Line - North Side,Addison-North Main,1420,6197,20.5,,,,,,,,,,,,,0,0,0,0,0
2019,3,3/1/2019,16,Red Line - North Side,Addison-North Main,1420,6055,29.5,,,,,,,,,,,,,,,0,0,0
2019,3,3/2/2019,16,Red Line - North Side,Addison-North Main,1420,3543,31.5,,,,,,,,,,,,,,,0,0,0
2019,3,3/3/2019,16,Red Line - North Side,Addison-North Main,1420,2574,17,,,,,,,,,,,,,,,0,0,0
2019,3,3/4/2019,16,Red Line - North Side,Addison-North Main,1420,5402,6.5,,,,,,,,,,,,,0,0,0,0,0
2019,3,3/5/2019,16,Red Line - North Side,Addison-North Main,1420,5928,15.5,,,,,,,,,,,,,0,0,0,0,0
2019,3,3/6/2019,16,Red Line - North Side,Addison-North Main,1420,6112,21,,,,,,,,,,,,,0,0,0,0,0
2019,3,3/7/2019,16,Red Line - North Side,Addison-North Main,1420,6048,22,,,,,,,,,,,,,0,0,0,0,0
2019,3,3/8/2019,16,Red Line - North Side,Addison-North Main,1420,5618,31,,,,,,,,,,,,,,,0,0,0
2019,3,3/9/2019,16,Red Line - North Side,Addison-North Main,1420,105,36.5,,,,,,,,,,,,,,,0,0,0
2019,3,3/10/2019,16,Red Line - North Side,Addison-North Main,1420,77,34.5,,,,,,,,,,,,,,,0,0,0
2019,3,3/11/2019,16,Red Line - North Side,Addison-North Main,1420,4693,35.5,,,,,,,,,,,,,0,0,0,0,0
2019,3,3/12/2019,16,Red Line - North Side,Addison-North Main,1420,5063,37.5,,,,,,,,,,,,,0,0,0,0,0
2019,3,3/13/2019,16,Red Line - North Side,Addison-North Main,1420,5021,51,,,,,,,,,,,,,0,0,0,0,0
2019,3,3/14/2019,16,Red Line - North Side,Addison-North Main,1420,5016,52,,,,,,,,,,,,,0,0,0,0,0
2019,3,3/15/2019,16,Red Line - North Side,Addison-North Main,1420,5227,36,,,,,,,,,,,,,,,0,0,0
2019,3,3/16/2019,16,Red Line - North Side,Addison-North Main,1420,7664,36,,,,,,,,,,,,,,,0,0,0
2019,3,3/17/2019,16,Red Line - North Side,Addison-North Main,1420,3000,37,,,,,,,,,,,,,,,0,0,0
2019,3,3/18/2019,16,Red Line - North Side,Addison-North Main,1420,4996,36.5,,,,,,,,,,,,,0,0,0,0,0
2019,3,3/19/2019,16,Red Line - North Side,Addison-North Main,1420,5199,40,,,,,,,,,,,,,0,0,0,0,0
2019,3,3/20/2019,16,Red Line - North Side,Addison-North Main,1420,5063,42.5,,,,,,,,,,,,,0,0,0,0,0
2019,3,3/21/2019,16,Red Line - North Side,Addison-North Main,1420,5164,41.5,,,,,,,,,,,,,0,0,0,0,0
2019,3,3/22/2019,16,Red Line - North Side,Addison-North Main,1420,5086,39,,,,,,,,,,,,,,,0,0,0
2019,3,3/23/2019,16,Red Line - North Side,Addison-North Main,1420,2734,40,1,,,,,,,,,,,,,,0,0,0
2019,3,3/24/2019,16,Red Line - North Side,Addison-North Main,1420,1997,43.5,,,,,,,,,,,,,,,0,0,0
2019,3,3/25/2019,16,Red Line - North Side,Addison-North Main,1420,4661,36.5,,,,,,,,,,,,,0,0,0,0,0
2019,3,3/26/2019,16,Red Line - North Side,Addison-North Main,1420,4900,36.5,,,,,,,,,,,,,0,0,0,0,0
2019,3,3/27/2019,16,Red Line - North Side,Addison-North Main,1420,4929,45,,,,,,,,,,,,,0,0,0,0,0
2019,3,3/28/2019,16,Red Line - North Side,Addison-North Main,1420,5119,49.5,,,,,,,,,,,,,0,0,0,0,0
2019,3,3/29/2019,16,Red Line - North Side,Addison-North Main,1420,4720,47,,,,,,,,,,,,,,,0,0,0
2019,3,3/30/2019,16,Red Line - North Side,Addison-North Main,1420,40,37.5,,,,,,,,,,,,,,,0,0,0
2019,3,3/31/2019,16,Red Line - North Side,Addison-North Main,1420,61,32,,,,,,,,,,,,,,,0,0,0
2019,4,4/1/2019,16,Red Line - North Side,Addison-North Main,1420,5365,38,,,,,,,,,,,,,0,0,0,0,0
2019,4,4/2/2019,16,Red Line - North Side,Addison-North Main,1420,5916,47.5,,,,,,,,,,,,,0,0,0,0,0
2019,4,4/3/2019,16,Red Line - North Side,Addison-North Main,1420,6149,48,,,,,,,,,,,,,0,0,0,0,0
2019,4,4/4/2019,16,Red Line - North Side,Addison-North Main,1420,6242,44,,,,,,,,,,,,,0,0,0,0,0
2019,4,4/5/2019,16,Red Line - North Side,Addison-North Main,1420,6149,49,,,,,,,,,,,,,,,0,0,0
2019,4,4/6/2019,16,Red Line - North Side,Addison-North Main,1420,5302,53,,,,,,,,,,,,,,,0,0,0
2019,4,4/7/2019,16,Red Line - North Side,Addison-North Main,1420,3177,61.5,,,,,,,,,,,,,,,0,0,0
2019,4,4/8/2019,16,Red Line - North Side,Addison-North Main,1420,14425,63.5,,,,,,,,,,Pittsburgh Pirates @ Chicago Cubs,,,40692,0,0,0,0
2019,4,4/9/2019,16,Red Line - North Side,Addison-North Main,1420,6362,54.5,,,,,,,,,,,,,0,0,0,0,0
2019,4,4/10/2019,16,Red Line - North Side,Addison-North Main,1420,10064,39,,,,,,,,,,Pittsburgh Pirates @ Chicago Cubs,,,0,32798,0,0,0
2019,4,4/11/2019,16,Red Line - North Side,Addison-North Main,1420,10336,50,,,,,,,,,,Pittsburgh Pirates @ Chicago Cubs,,,0,31906,0,0,0
2019,4,4/12/2019,16,Red Line - North Side,Addison-North Main,1420,11177,46.5,,,,,,,,,,Los Angeles Angels @ Chicago Cubs,,,,,30102,0,0
2019,4,4/13/2019,16,Red Line - North Side,Addison-North Main,1420,11886,45.5,,,,,,,,,,Los Angeles Angels @ Chicago Cubs,,,,,0,38755,0
2019,4,4/14/2019,16,Red Line - North Side,Addison-North Main,1420,2699,36.5,,,,,,,,,,,,,,,0,0,0
2019,4,4/15/2019,16,Red Line - North Side,Addison-North Main,1420,5782,42.5,,,,,,,,,,,,,0,0,0,0,0
2019,4,4/16/2019,16,Red Line - North Side,Addison-North Main,1420,6072,61,,,,,,,,,,,,,0,0,0,0,0
2019,4,4/17/2019,16,Red Line - North Side,Addison-North Main,1420,6128,62.5,,,,,,,,,,,,,0,0,0,0,0
2019,4,4/18/2019,16,Red Line - North Side,Addison-North Main,1420,6224,54.5,,,,,,,,,,,,,0,0,0,0,0
2019,4,4/19/2019,16,Red Line - North Side,Addison-North Main,1420,10877,45,,,,,,,,,,Arizona Diamondbacks @ Chicago Cubs,,,,,33938,0,0
2019,4,4/20/2019,16,Red Line - North Side,Addison-North Main,1420,8520,53,,,,,,,,,,Arizona Diamondbacks @ Chicago Cubs,,,,,0,37667,0
2019,4,4/21/2019,16,Red Line - North Side,Addison-North Main,1420,8807,61.5,,,,,,,,,,Arizona Diamondbacks @ Chicago Cubs,,,,,0,0,38181
2019,4,4/22/2019,16,Red Line - North Side,Addison-North Main,1420,5754,69,,,,,,,,,,,,,0,0,0,0,0
2019,4,4/23/2019,16,Red Line - North Side,Addison-North Main,1420,11953,58,,,,,,,,,,Los Angeles Dodgers @ Chicago Cubs,,,0,35536,0,0,0
2019,4,4/24/2019,16,Red Line - North Side,Addison-North Main,1420,12396,55,,,,,,,,,,Los Angeles Dodgers @ Chicago Cubs,,,0,35743,0,0,0
2019,4,4/25/2019,16,Red Line - North Side,Addison-North Main,1420,13377,56.5,,,,,,,,,,Los Angeles Dodgers @ Chicago Cubs,,,35451,0,0,0,0
2019,4,4/26/2019,16,Red Line - North Side,Addison-North Main,1420,6628,57.5,,,,,,,,,,,,,,,0,0,0
2019,4,4/27/2019,16,Red Line - North Side,Addison-North Main,1420,3653,42,,,,,,,,,,,,,,,0,0,0
2019,4,4/28/2019,16,Red Line - North Side,Addison-North Main,1420,3063,43,,,,,,,,,,,,,,,0,0,0
2019,4,4/29/2019,16,Red Line - North Side,Addison-North Main,1420,5679,48,,,,,,,,,,,,,0,0,0,0,0
2019,4,4/30/2019,16,Red Line - North Side,Addison-North Main,1420,5829,45,,,,,,,,,,,,,0,0,0,0,0
2019,5,5/1/2019,16,Red Line - North Side,Addison-North Main,1420,6378,53,,,,,,,,,,,,,0,0,0,0,0
2019,5,5/2/2019,16,Red Line - North Side,Addison-North Main,1420,6330,46,,,,,,,,,,,,,0,0,0,0,0
2019,5,5/3/2019,16,Red Line - North Side,Addison-North Main,1420,13137,50.5,,,,,,,,,,St. Louis Cardinals @ Chicago Cubs,,,,,34978,0,0
2019,5,5/4/2019,16,Red Line - North Side,Addison-North Main,1420,11843,51.5,,,,,,,,,,St. Louis Cardinals @ Chicago Cubs,,,,,0,39601,0
2019,5,5/5/2019,16,Red Line - North Side,Addison-North Main,1420,10036,59,,,,,,,,,,St. Louis Cardinals @ Chicago Cubs,,,,,0,0,36499
2019,5,5/6/2019,16,Red Line - North Side,Addison-North Main,1420,11210,59.5,,,,,,,,,,Miami Marlins @ Chicago Cubs,,,0,34555,0,0,0
2019,5,5/7/2019,16,Red Line - North Side,Addison-North Main,1420,10421,47.5,,,,,,,,,,Miami Marlins @ Chicago Cubs,,,0,35274,0,0,0
2019,5,5/8/2019,16,Red Line - North Side,Addison-North Main,1420,10992,61.5,,,,,,,,,,Miami Marlins @ Chicago Cubs,,,0,37241,0,0,0
2019,5,5/9/2019,16,Red Line - North Side,Addison-North Main,1420,11056,59,,,,,,,,,,Miami Marlins @ Chicago Cubs,,,32301,0,0,0,0
2019,5,5/10/2019,16,Red Line - North Side,Addison-North Main,1420,14016,50.5,,,,,,,,,,Milwaukee Brewers @ Chicago Cubs,,,,,37870,0,0
2019,5,5/11/2019,16,Red Line - North Side,Addison-North Main,1420,12318,49.5,,,,,,,,,,Milwaukee Brewers @ Chicago Cubs,,,,,0,39598,0
2019,5,5/12/2019,16,Red Line - North Side,Addison-North Main,1420,7398,48,,,,,,,,,,Milwaukee Brewers @ Chicago Cubs,,,,,0,0,37267
2019,5,5/13/2019,16,Red Line - North Side,Addison-North Main,1420,6030,52,,,,,,,,,,,,,0,0,0,0,0
2019,5,5/14/2019,16,Red Line - North Side,Addison-North Main,1420,6439,56.5,,,,,,,,,,,,,0,0,0,0,0
2019,5,5/15/2019,16,Red Line - North Side,Addison-North Main,1420,6566,64.5,,,,,,,,,,,,,0,0,0,0,0
2019,5,5/16/2019,16,Red Line - North Side,Addison-North Main,1420,6349,67.5,,,,,,,,,,,,,0,0,0,0,0
2019,5,5/17/2019,16,Red Line - North Side,Addison-North Main,1420,6400,57.5,,,,,,,,,,,,,,,0,0,0
2019,5,5/18/2019,16,Red Line - North Side,Addison-North Main,1420,4761,64,,,,,,,,,,,,,,,0,0,0
2019,5,5/19/2019,16,Red Line - North Side,Addison-North Main,1420,3600,64,,,,,,,,,,,,,,,0,0,0
2019,5,5/20/2019,16,Red Line - North Side,Addison-North Main,1420,10735,52,,,,,,,,,,Philadelphia Phillies @ Chicago Cubs,,,0,37909,0,0,0
2019,5,5/21/2019,16,Red Line - North Side,Addison-North Main,1420,9805,51,,,,,,,,,,Philadelphia Phillies @ Chicago Cubs,,,0,36768,0,0,0
2019,5,5/22/2019,16,Red Line - North Side,Addison-North Main,1420,11341,77,,,,,,,,,,Philadelphia Phillies @ Chicago Cubs,,,0,39246,0,0,0
2019,5,5/23/2019,16,Red Line - North Side,Addison-North Main,1420,12139,70,,,,,,,,,,Philadelphia Phillies @ Chicago Cubs,,,37173,0,0,0,0
2019,5,5/24/2019,16,Red Line - North Side,Addison-North Main,1420,10810,67,,,,,,,,,,Cincinnati Reds @ Chicago Cubs,,,,,35266,0,0
2019,5,5/25/2019,16,Red Line - North Side,Addison-North Main,1420,9890,77.5,,,,,,,,,,Cincinnati Reds @ Chicago Cubs,,,,,0,40929,0
2019,5,5/26/2019,16,Red Line - North Side,Addison-North Main,1420,12251,66.5,,,,,,,,,,Cincinnati Reds @ Chicago Cubs,,,,,0,0,40884
2019,5,5/27/2019,16,Red Line - North Side,Addison-North Main,1420,2641,65.5,1,,1,,,,,,,,,,0,0,0,0,0
2019,5,5/28/2019,16,Red Line - North Side,Addison-North Main,1420,6060,61.5,,,,,,,,,,,,,0,0,0,0,0
2019,5,5/29/2019,16,Red Line - North Side,Addison-North Main,1420,6386,63,,,,,,,,,,,,,0,0,0,0,0
2019,5,5/30/2019,16,Red Line - North Side,Addison-North Main,1420,6759,70.5,,,,,,,,,,,,,0,0,0,0,0
2019,5,5/31/2019,16,Red Line - North Side,Addison-North Main,1420,6808,72,,,,,,,,,,,,,,,0,0,0
2019,6,6/1/2019,16,Red Line - North Side,Addison-North Main,1420,5059,68,,,,,,,,,,,,,,,0,0,0
2019,6,6/2/2019,16,Red Line - North Side,Addison-North Main,1420,4123,61,,,,,,,,,,,,,,,0,0,0
2019,6,6/3/2019,16,Red Line - North Side,Addison-North Main,1420,12676,59.5,,,,,,,,,,Los Angeles Angels @ Chicago Cubs,,,39843,0,0,0,0
2019,6,6/4/2019,16,Red Line - North Side,Addison-North Main,1420,12273,71.5,,,,,,,,,,Colorado Rockies @ Chicago Cubs,,,0,36753,0,0,0
2019,6,6/5/2019,16,Red Line - North Side,Addison-North Main,1420,12881,73,,,,,,,,,,Colorado Rockies @ Chicago Cubs,,,0,35395,0,0,0
2019,6,6/6/2019,16,Red Line - North Side,Addison-North Main,1420,14041,66.5,,,,,,,,,,Colorado Rockies @ Chicago Cubs,,,36375,0,0,0,0
2019,6,6/7/2019,16,Red Line - North Side,Addison-North Main,1420,15802,68.5,,,,,,,,,,St. Louis Cardinals @ Chicago Cubs,,,,,40671,0,0
2019,6,6/8/2019,16,Red Line - North Side,Addison-North Main,1420,13512,69.5,,,,,,,,,,St. Louis Cardinals @ Chicago Cubs,,,,,0,41005,0
2019,6,6/9/2019,16,Red Line - North Side,Addison-North Main,1420,10553,69,,,,,,,,,,St. Louis Cardinals @ Chicago Cubs,,,,,0,0,39545
2019,6,6/10/2019,16,Red Line - North Side,Addison-North Main,1420,6417,68.5,,,,,,,,,,,,,0,0,0,0,0
2019,6,6/11/2019,16,Red Line - North Side,Addison-North Main,1420,6677,70,,,,,,,,,,,,,0,0,0,0,0
2019,6,6/12/2019,16,Red Line - North Side,Addison-North Main,1420,6515,64.5,,,,,,,,,,,,,0,0,0,0,0
2019,6,6/13/2019,16,Red Line - North Side,Addison-North Main,1420,6888,60.5,,,,,,,,,,,,,0,0,0,0,0
2019,6,6/14/2019,16,Red Line - North Side,Addison-North Main,1420,13213,66.5,,,,,,,,,,,,,,,0,0,0
2019,6,6/15/2019,16,Red Line - North Side,Addison-North Main,1420,12001,64,,,,,,,,,,,,,,,0,0,0
2019,6,6/16/2019,16,Red Line - North Side,Addison-North Main,1420,4721,61.5,,,,,,,,,,,,,,,0,0,0
2019,6,6/17/2019,16,Red Line - North Side,Addison-North Main,1420,6397,62,,,,,,,,,,,,,0,0,0,0,0
2019,6,6/18/2019,16,Red Line - North Side,Addison-North Main,1420,14322,68.5,,,,,,,,,,Chicago White Sox @ Chicago Cubs,,,0,41192,0,0,0
2019,6,6/19/2019,16,Red Line - North Side,Addison-North Main,1420,14185,65.5,,,,,,,,,,Chicago White Sox @ Chicago Cubs,,,0,39776,0,0,0
2019,6,6/20/2019,16,Red Line - North Side,Addison-North Main,1420,14181,62.5,,,,,,,,,,New York Mets @ Chicago Cubs,,,0,38956,0,0,0
2019,6,6/21/2019,16,Red Line - North Side,Addison-North Main,1420,16661,62.5,,,,,,,,,,New York Mets @ Chicago Cubs,,,,,41078,0,0
2019,6,6/22/2019,16,Red Line - North Side,Addison-North Main,1420,19820,71,,,,,,,,,,New York Mets @ Chicago Cubs,,,,,0,41106,0
2019,6,6/23/2019,16,Red Line - North Side,Addison-North Main,1420,13795,74,,,,,,,,,,New York Mets @ Chicago Cubs,,,,,0,0,39077
2019,6,6/24/2019,16,Red Line - North Side,Addison-North Main,1420,13543,73,,,,,,,,,,Atlanta Braves @ Chicago Cubs,,,0,37603,0,0,0
2019,6,6/25/2019,16,Red Line - North Side,Addison-North Main,1420,13242,75,,,,,,,,,,Atlanta Braves @ Chicago Cubs,,,0,37333,0,0,0
2019,6,6/26/2019,16,Red Line - North Side,Addison-North Main,1420,14798,80,,,,,,,,,,Atlanta Braves @ Chicago Cubs,,,0,38017,0,0,0
2019,6,6/27/2019,16,Red Line - North Side,Addison-North Main,1420,15849,79.5,,,1,,,,,,,Atlanta Braves @ Chicago Cubs,,,39823,0,0,0,0
2019,6,6/28/2019,16,Red Line - North Side,Addison-North Main,1420,6574,81.5,1,,1,,,,,,,,,,,,0,0,0
2019,6,6/29/2019,16,Red Line - North Side,Addison-North Main,1420,5215,79.5,,,,,,,,,,,,,,,0,0,0
2019,6,6/30/2019,16,Red Line - North Side,Addison-North Main,1420,15800,80.5,,,,,,,,,,,,,,,0,0,0
2019,7,7/1/2019,16,Red Line - North Side,Addison-North Main,1420,6263,80.5,,,,,,,,,,,,,0,0,0,0,0
2019,7,7/2/2019,16,Red Line - North Side,Addison-North Main,1420,6217,81.5,1,,1,,,,,,,,,,0,0,0,0,0
2019,7,7/3/2019,16,Red Line - North Side,Addison-North Main,1420,5992,78.5,1,,1,,,,,,,,,,0,0,0,0,0
2019,7,7/4/2019,16,Red Line - North Side,Addison-North Main,1420,3968,80.5,1,,,,,,1,,,,,,0,0,0,0,0
2019,7,7/5/2019,16,Red Line - North Side,Addison-North Main,1420,4881,84,,,1,,,,,,,,,,,,0,0,0
2019,7,7/6/2019,16,Red Line - North Side,Addison-North Main,1420,5067,78,1,,,,,,,,,,,,,,0,0,0
2019,7,7/7/2019,16,Red Line - North Side,Addison-North Main,1420,3678,73,,,,,,,,,,,,,,,0,0,0
2019,7,7/8/2019,16,Red Line - North Side,Addison-North Main,1420,5866,74,,,,,,,,,,,,,0,0,0,0,0
2019,7,7/9/2019,16,Red Line - North Side,Addison-North Main,1420,6363,78,,,,,,,1,,,,,,0,0,0,0,0
2019,7,7/10/2019,16,Red Line - North Side,Addison-North Main,1420,6488,86,,,,,,,,,,,,,0,0,0,0,0
2019,7,7/11/2019,16,Red Line - North Side,Addison-North Main,1420,6649,75,,,,,,,,,,,,,0,0,0,0,0
2019,7,7/12/2019,16,Red Line - North Side,Addison-North Main,1420,16156,74.5,,,,,,,,,,Pittsburgh Pirates @ Chicago Cubs,,,,,40740,0,0
2019,7,7/13/2019,16,Red Line - North Side,Addison-North Main,1420,13029,83.5,,,1,,,,,,,Pittsburgh Pirates @ Chicago Cubs,,,,,0,40286,0
2019,7,7/14/2019,16,Red Line - North Side,Addison-North Main,1420,11968,81.5,,,,,,,,,,Pittsburgh Pirates @ Chicago Cubs,,,,,0,0,39291
2019,7,7/15/2019,16,Red Line - North Side,Addison-North Main,1420,12974,83.5,,,,,,,,,,Cincinnati Reds @ Chicago Cubs,,,0,36935,0,0,0
2019,7,7/16/2019,16,Red Line - North Side,Addison-North Main,1420,13957,78,1,,1,,,,,,,Cincinnati Reds @ Chicago Cubs,,,0,39788,0,0,0
2019,7,7/17/2019,16,Red Line - North Side,Addison-North Main,1420,14502,82.5,1,,1,,,,,,,Cincinnati Reds @ Chicago Cubs,,,37260,0,0,0,0
2019,7,7/18/2019,16,Red Line - North Side,Addison-North Main,1420,6427,79.5,1,,1,,,,,,,,,,0,0,0,0,0
2019,7,7/19/2019,16,Red Line - North Side,Addison-North Main,1420,15414,88,,,,,,,,,,San Diego Padres @ Chicago Cubs,,,,,39526,0,0
2019,7,7/20/2019,16,Red Line - North Side,Addison-North Main,1420,13885,86.5,,,1,,,,,,,San Diego Padres @ Chicago Cubs,,,,,0,40314,0
2019,7,7/21/2019,16,Red Line - North Side,Addison-North Main,1420,12350,75.5,1,,1,,,,,,,San Diego Padres @ Chicago Cubs,,,,,0,0,39954
2019,7,7/22/2019,16,Red Line - North Side,Addison-North Main,1420,6287,69.5,,,,,,,,,,,,,0,0,0,0,0
2019,7,7/23/2019,16,Red Line - North Side,Addison-North Main,1420,6542,71.5,,,,,,,,,,,,,0,0,0,0,0
